chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_56_2026_q1,56,Buyer56 User56,Buyer56,User56,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9300.00,9300.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer56 User56
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer56 User56 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_57_2019_q3,57,Buyer57 User57,Buyer57,User57,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,1,1,1,0.00,0.00,10685.00,1410.00,100.00,,10685.00,15.20,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer57 User57
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 10685.00

Interpretation
Buyer57 User57 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 10685.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_57_2026_q1,57,Buyer57 User57,Buyer57,User57,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9275.00,9275.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer57 User57
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer57 User57 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_58_2019_q3,58,Buyer58 User58,Buyer58,User58,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,1,1,1,0.00,0.00,10890.00,1490.00,100.00,,10890.00,15.85,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer58 User58
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 10890.00

Interpretation
Buyer58 User58 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 10890.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_58_2026_q1,58,Buyer58 User58,Buyer58,User58,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9400.00,9400.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer58 User58
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer58 User58 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_59_2019_q3,59,Buyer59 User59,Buyer59,User59,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,1,1,1,0.00,0.00,11095.00,1570.00,100.00,,11095.00,16.48,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer59 User59
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 11095.00

Interpretation
Buyer59 User59 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11095.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_59_2026_q1,59,Buyer59 User59,Buyer59,User59,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9525.00,9525.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer59 User59
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer59 User59 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_60_2019_q3,60,Buyer60 User60,Buyer60,User60,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer60 User60
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer60 User60 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_60_2026_q1,60,Buyer60 User60,Buyer60,User60,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,2,1,0,0,0,18050.00,8550.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer60 User60
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer60 User60 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_61_2019_q3,61,Buyer61 User61,Buyer61,User61,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer61 User61
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer61 User61 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_61_2026_q1,61,Buyer61 User61,Buyer61,User61,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9625.00,9625.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer61 User61
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer61 User61 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_62_2019_q3,62,Buyer62 User62,Buyer62,User62,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer62 User62
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer62 User62 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_62_2019_q4,62,Buyer62 User62,Buyer62,User62,2019-10-01,2019-12-31,2019,4,2019 Q4,0,0,0,0,0,1,0,1,0.00,0.00,,0.00,,,0.00,,low workload,no conversion activity,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer62 User62
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer62 User62 recorded low workload in 2019 Q4.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_62_2026_q1,62,Buyer62 User62,Buyer62,User62,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9750.00,9750.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer62 User62
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer62 User62 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_63_2019_q3,63,Buyer63 User63,Buyer63,User63,2019-07-01,2019-09-30,2019,3,2019 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer63 User63
Period: 2019 Q3
Period Start: 2019-07-01
Period End: 2019-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer63 User63 recorded low workload in 2019 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_63_2019_q4,63,Buyer63 User63,Buyer63,User63,2019-10-01,2019-12-31,2019,4,2019 Q4,0,0,0,0,0,1,1,1,0.00,0.00,11315.00,1590.00,,,11315.00,16.35,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer63 User63
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 11315.00

Interpretation
Buyer63 User63 recorded low workload in 2019 Q4.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11315.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_63_2026_q1,63,Buyer63 User63,Buyer63,User63,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9725.00,9725.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer63 User63
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer63 User63 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_64_2019_q4,64,Buyer64 User64,Buyer64,User64,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,1,1,0.00,0.00,11520.00,1670.00,100.00,,11520.00,16.95,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer64 User64
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 11520.00

Interpretation
Buyer64 User64 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11520.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_64_2026_q1,64,Buyer64 User64,Buyer64,User64,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9850.00,9850.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer64 User64
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer64 User64 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_65_2019_q4,65,Buyer65 User65,Buyer65,User65,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,1,1,0.00,0.00,11125.00,1150.00,100.00,,11125.00,11.53,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer65 User65
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 11125.00

Interpretation
Buyer65 User65 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11125.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_65_2026_q1,65,Buyer65 User65,Buyer65,User65,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9975.00,9975.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer65 User65
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer65 User65 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_66_2019_q4,66,Buyer66 User66,Buyer66,User66,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer66 User66
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer66 User66 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_66_2026_q1,66,Buyer66 User66,Buyer66,User66,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,9950.00,9950.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer66 User66
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer66 User66 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_67_2019_q4,67,Buyer67 User67,Buyer67,User67,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer67 User67
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer67 User67 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_67_2026_q1,67,Buyer67 User67,Buyer67,User67,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10075.00,10075.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer67 User67
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer67 User67 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_68_2019_q4,68,Buyer68 User68,Buyer68,User68,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer68 User68
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer68 User68 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_68_2026_q1,68,Buyer68 User68,Buyer68,User68,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10200.00,10200.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer68 User68
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer68 User68 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_69_2019_q4,69,Buyer69 User69,Buyer69,User69,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,1,1,0.00,0.00,11945.00,1770.00,100.00,,11945.00,17.40,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer69 User69
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 11945.00

Interpretation
Buyer69 User69 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11945.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_69_2026_q1,69,Buyer69 User69,Buyer69,User69,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10175.00,10175.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer69 User69
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer69 User69 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_70_2019_q4,70,Buyer70 User70,Buyer70,User70,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer70 User70
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer70 User70 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_70_2020_q1,70,Buyer70 User70,Buyer70,User70,2020-01-01,2020-03-31,2020,1,2020 Q1,0,0,0,0,0,0,1,0,0.00,0.00,11550.00,1250.00,,,11550.00,12.14,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer70 User70
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 11550.00

Interpretation
Buyer70 User70 recorded low workload in 2020 Q1.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11550.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_70_2026_q1,70,Buyer70 User70,Buyer70,User70,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10300.00,10300.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer70 User70
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer70 User70 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
